Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PSA^X,Public Storage,25.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^x
PHM,"PulteGroup, Inc.",46.34,$12.43B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/phm
PSTG,"Pure Storage, Inc. ",16.41,$4.35B,2015,Technology,Electronic Components,https://old.nasdaq.com/symbol/pstg
PMM,Putnam Managed Municipal Income Trust,7.87,$384.69M,1989,n/a,n/a,https://old.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,4.2,$215M,1988,n/a,n/a,https://old.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,13.54,$461.85M,1993,n/a,n/a,https://old.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,4.67,$483.14M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ppt
NEW,Puxin Limited,9.51,$827.67M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/new
PVH,PVH Corp.,50.18,$3.56B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/pvh
PZN,Pzena Investment Management Inc,5.13,$365.46M,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/pzn
QTWO,"Q2 Holdings, Inc.",98.41,$5.26B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qtwo
QEP,"QEP Resources, Inc.",1.32,$319.87M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/qep
QGEN,Qiagen N.V.,51.27,$11.72B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen
QTS,"QTS Realty Trust, Inc.",67.7,$4.16B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/qts
QTS^A,"QTS Realty Trust, Inc.",28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qts^a
QTS^B,"QTS Realty Trust, Inc.",151.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qts^b
QUAD,"Quad Graphics, Inc",3.51,$188.46M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,196,$3.49B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kwr
NX,Quanex Building Products Corporation,16.13,$529.09M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/nx
PWR,"Quanta Services, Inc.",49.77,$6.87B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/pwr
QD,Qudian Inc.,1.67,$423.71M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qd
DGX,Quest Diagnostics Incorporated,117.91,$15.84B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/dgx
QUOT,Quotient Technology Inc.,8.76,$792.34M,2014,Consumer Services,Advertising,https://old.nasdaq.com/symbol/quot
QVCC,"QVC, Inc.",24.25,n/a,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcc
QVCD,"QVC, Inc.",24.9,n/a,2018,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcd
CTAA,Qwest Corporation,25.71,n/a,2016,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,25.49,n/a,2016,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,26.33,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctdd
CTY,Qwest Corporation,25.1,n/a,2013,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,25.42,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,1.3,$92.82M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd
RMED,"Ra Medical Systems, Inc.",0.322,$23.33M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmed
RDN,Radian Group Inc.,14.86,$2.85B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rdn
RFL,"Rafael Holdings, Inc.",16.73,$264.64M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rfl
RL,Ralph Lauren Corporation,67.27,$4.91B,1997,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/rl
RRC,Range Resources Corporation,8.22,$2.1B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rrc
RNGR,"Ranger Energy Services, Inc.",2.9601,$45.43M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rngr
PACK,Ranpak Holdings Corp,8.73,$620.51M,2018,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/pack
PACK.WS,Ranpak Holdings Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pack.ws
RJF,"Raymond James Financial, Inc.",73.72,$10.11B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,2.98,$188.79M,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ryam
RYN,Rayonier Inc.,28.17,$3.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ryn
RTX,Raytheon Technologies Corporation,60.99,$93.17B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/rtx
RMAX,"RE/MAX Holdings, Inc.",37.2,$1.14B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/rmax
RC,Ready Capital Corporation,9.57,$525.13M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rc
RCA,Ready Capital Corporation,23.6,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rca
RCB,Ready Capital Corporation,22.65,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcb
RCP,Ready Capital Corporation,25,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcp
RLGY,Realogy Holdings Corp.,11.4,$1.32B,2012,Finance,Real Estate,https://old.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,61.01,$21.05B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/o
RLH,Red Lion Hotels Corporation,2.39,$60.71M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rlh
RBAC.U,RedBall Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/rbac.u
RWT,"Redwood Trust, Inc.",7.07,$812.66M,1995,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,95.98,$3.89B,n/a,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/rbc
RM,Regional Management Corp.,18.01,$204.18M,2012,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,11.08,$10.64B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,27.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^b
RF^C,Regions Financial Corporation,27.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^c
RGS,Regis Corporation,8.78,$312.78M,1991,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",92.03,$6.25B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",26.83,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",27.25,n/a,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,105.29,$6.71B,1994,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/rs
RELX,RELX PLC,22.63,$43.72B,2015,Consumer Services,Publishing,https://old.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,174,$8.91B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rnr
RNR^E,RenaissanceRe Holdings Ltd.,25.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnr^e
RNR^F,RenaissanceRe Holdings Ltd.,27.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnr^f
SOL,Renesola Ltd.,1.89,$90.87M,2008,Technology,Semiconductors,https://old.nasdaq.com/symbol/sol
RENN,Renren Inc.,2.23,$52.58M,2011,Technology,EDP Services,https://old.nasdaq.com/symbol/renn
RPLA,Replay Acquisition Corp.,10.17,$365.48M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rpla
RPLA.U,Replay Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rpla.u
RPLA.WS,Replay Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rpla.ws
RSG,"Republic Services, Inc.",88.99,$28.34B,1998,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/rsg
REZI,"Resideo Technologies, Inc.",13.64,$1.68B,2018,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/rezi
RMD,ResMed Inc.,180.97,$26.22B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmd
RFP,Resolute Forest Products Inc.,4.45,$383.05M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/rfp
QSR,Restaurant Brands International Inc.,54.54,$16.53B,2014,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",6.38,$1.37B,2012,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpai
RVI,Retail Value Inc.,13.3,$263.73M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rvi
REVG,"REV Group, Inc.",7.68,$486.96M,2017,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",6.89,$367.42M,1996,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/rev
RVLV,"Revolve Group, Inc.",20.52,$1.43B,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/rvlv
REX,REX American Resources Corporation,77.74,$480.79M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",47.28,$5.85B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",25.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",25.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^b
REXR^C,"Rexford Industrial Realty, Inc.",26.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^c
RXN,Rexnord Corporation,29.17,$3.52B,2012,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rxn
RH,RH,324.03,$6.25B,2012,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/rh
RNG,"Ringcentral, Inc.",290.38,$25.83B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,62.16,$77.49B,2002,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,62.91,$6.84B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,13.94,$761.73M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/rad
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",20.74,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/rfm
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",17.49,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmm
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",21.53,$137.22M,2018,n/a,n/a,https://old.nasdaq.com/symbol/rmi
RIV,"RiverNorth Opportunities Fund, Inc.",14.855,$138.75M,2015,n/a,n/a,https://old.nasdaq.com/symbol/riv
RMPL^,RiverNorth Specialty Finance Corporation,24.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmpl^
RSF,RiverNorth Specialty Finance Corporation,14.7811,$90.64M,2019,n/a,n/a,https://old.nasdaq.com/symbol/rsf
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",14.44,$193.28M,2016,n/a,n/a,https://old.nasdaq.com/symbol/opp
RLI,RLI Corp.,91.99,$4.14B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,9.18,$1.52B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,24.23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rlj^a
RMG,RMG Acquisition Corp.,10.2,$293.25M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmg.ws
RHI,Robert Half International Inc.,56.11,$6.43B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/rhi
RKT,"Rocket Companies, Inc.",23.79,$47.19B,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rkt
ROK,"Rockwell Automation, Inc.",226.83,$26.3B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rok
RCI,"Rogers Communication, Inc.",42.12,$21.27B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/rci
ROG,Rogers Corporation,117.98,$2.2B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",54.84,$17.97B,n/a,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",434.8,$45.53B,1992,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rop
RST,Rosetta Stone,29.81,$733.35M,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rst
RY,Royal Bank Of Canada,74.33,$105.78B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,27.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ry^t
RCL,Royal Caribbean Group,61.53,$13.21B,1993,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",13.08,$137.39M,2013,n/a,n/a,https://old.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",8.16,$351.69M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",13.5,$1.36B,1986,n/a,n/a,https://old.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",3.21,$690.55M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/res
RPM,RPM International Inc.,84.89,$11.02B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/rpm
RPT,RPT Realty,5.94,$480.82M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpt
RPT^D,RPT Realty,37.17,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rpt^d
RYB,"RYB Education, Inc.",2.95,$81.38M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",39.21,$2.11B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,6.06,$230.99M,2014,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",36.26,$1.99B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,361.22,$87.05B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,31.6,$460.71M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",1.17,$119.48M,2008,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",19.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",19.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",6.11,$126.98M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/sfe
SAFE,Safehold Inc.,51.57,$2.64B,2017,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",38.55,$3.5B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,209.51,$188.77B,2004,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,4.23,$74.97M,2012,n/a,n/a,https://old.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",11.99,$1.35B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,2.76,$128.64M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sjt
SD,"SandRidge Energy, Inc.",1.68,$60.17M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sd
PER,SandRidge Permian Trust,0.3721,$19.54M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/per
SAND          ,Sandstorm Gold Ltd,9.05,$1.73B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sand
SC,Santander Consumer USA Holdings Inc.,17.03,$5.21B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sc
SAP,SAP SE,162.98,$194.54B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sap
SAF,Saratoga Investment Corp,24.76,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/saf
SAK,Saratoga Investment Corp,25.42,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/sak
SAR,Saratoga Investment Corp,17.46,$195.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,8.12,$5.13B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",28.49,$660.97M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bfs
BFS^D,"Saul Centers, Inc.",24.34,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^d
BFS^E,"Saul Centers, Inc.",23.69,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^e
SCPE,SC Health Corporation,10.03,$228.81M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/scpe
SCPE.U,SC Health Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/scpe.u
SCPE.WS,SC Health Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scpe.ws
SLB,Schlumberger N.V.,18.77,$26.05B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",26.59,$4.72B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",31.86,$998.64M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,83.86,$4.87B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,14.57,$174.73M,2013,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/salt
SBBA,Scorpio Tankers Inc.,23.68,n/a,2020,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sbba
STNG,Scorpio Tankers Inc.,12.52,$736.27M,2010,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),170.6,$9.51B,1992,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/smg
KTF,Scudder Municiple Income Trust,11.25,$444.39M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ktf
KSM,Scudder Strategic Municiple Income Trust,11.04,$123.69M,1989,n/a,n/a,https://old.nasdaq.com/symbol/ksm
SRL,Scully Royalty Ltd.,8.03,$100.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srl
SCU,"Sculptor Capital Management, Inc.",13.21,$729.67M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/scu
SCVX,SCVX Corp.,9.9,$284.63M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/scvx
SCVX.U,SCVX Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/scvx.u
SCVX.WS,SCVX Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scvx.ws
SE,Sea Limited,152.64,$72.2B,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",18.65,$1.24B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",31.31,$636.83M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,2.92,$67.23M,2017,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi
SEE,Sealed Air Corporation,41.07,$6.39B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see
SEAS,"SeaWorld Entertainment, Inc.",19.36,$1.52B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/seas
WTTR,"Select Energy Services, Inc.",5.26,$542.33M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,19.66,$2.63B,2009,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sem
SLQT,"SelectQuote, Inc.",20.1,$3.25B,2020,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/slqt
SRE,Sempra Energy,126.22,$36.51B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,103.92,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,104.21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sre^b
SREA,Sempra Energy,27.41,n/a,2019,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/srea
ST,Sensata Technologies Holding plc,39.87,$6.27B,2010,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,54.55,$2.31B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,6.59,$199.48M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,12.51,$699.3M,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,16.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,45.94,$8.1B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",39.92,$5.27B,2014,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",453.34,$86.95B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/now
SFL,SFL Corporation Ltd,9.05,$1.08B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sfl
SHAK,"Shake Shack, Inc.",55.29,$2.29B,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,19.09,$9.79B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",11.24,$4.42B,2014,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),667.55,$60.78B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/shw
FOUR,"Shift4 Payments, Inc.",48.24,$3.76B,2020,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/four
SHG,Shinhan Financial Group Co Ltd,25.75,$12.29B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/shg
SHOP,Shopify Inc.,1039.62,$124.95B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",49.39,$1.79B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/sstk
SBSW,Sibayne Gold Limited,11.74,$7.85B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbsw
SIG,Signet Jewelers Limited,13.67,$715.25M,n/a,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",4.77,$56.93M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbow
SI,Silvergate Capital Corporation,14.98,$279.78M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/si
SPG,"Simon Property Group, Inc.",64.87,$19.84B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",67.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",98.71,$4.29B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",22.32,$2.42B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi
SITC,SITE Centers Corp.,7.49,$1.45B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,24.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^a
SITC^K,SITE Centers Corp.,24.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",122.33,$5.4B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,19.26,$1.63B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six
TSLX,"Sixth Street Specialty Lending, Inc.",17.81,$1.2B,2014,n/a,n/a,https://old.nasdaq.com/symbol/tslx
